x1,y1,x1_m,y1_m,goal
50.400000000000006,12.600000000000001,52.92,8.568,0
19.6,57.800000000000004,20.580000000000002,39.304,0
50.6,18.5,53.13,12.58,0
76.0,2.0,79.8,1.36,0
52.300000000000004,71.0,54.915,48.28,0
26.6,12.0,27.93,8.16,0
81.60000000000001,86.7,85.68,58.956,0
25.200000000000003,44.1,26.46,29.988,0
52.0,20.5,54.6,13.94,0
59.900000000000006,0.5,62.89500000000001,0.34,0
27.900000000000002,34.6,29.295,23.528000000000002,0
52.6,66.2,55.230000000000004,45.016000000000005,0
77.9,7.5,81.795,5.1,0
60.2,14.5,63.21,9.86,0
42.300000000000004,91.10000000000001,44.415000000000006,61.948,0
32.800000000000004,18.7,34.440000000000005,12.716,0
13.9,46.800000000000004,14.595,31.824,0
45.6,67.2,47.88,45.696000000000005,0
97.60000000000001,88.0,102.48,59.84,0
62.0,53.6,65.1,36.448,0
12.8,84.0,13.44,57.12,0
70.8,73.60000000000001,74.33999999999999,50.04800000000001,0
66.8,77.4,70.13999999999999,52.632000000000005,0
77.60000000000001,11.5,81.48000000000002,7.82,0
75.60000000000001,95.60000000000001,79.38000000000001,65.00800000000001,0
60.0,52.800000000000004,63.0,35.904,0
31.200000000000003,82.9,32.760000000000005,56.37200000000001,0
71.8,79.2,75.39,53.856,0
76.5,93.4,80.325,63.512,0
13.4,33.1,14.07,22.508000000000003,0
76.5,90.7,80.325,61.676,0
49.6,67.60000000000001,52.08,45.968,0
67.2,85.4,70.56,58.072,0
28.6,9.3,30.030000000000005,6.324000000000001,0
87.0,88.7,91.35,60.316,0
87.0,2.3000000000000003,91.35,1.5640000000000003,0
55.400000000000006,70.60000000000001,58.17,48.008,0
14.600000000000001,44.1,15.330000000000002,29.988,0
10.5,57.400000000000006,11.025,39.032000000000004,0
83.0,4.800000000000001,87.14999999999999,3.2640000000000007,0
67.0,35.9,70.35000000000001,24.412,0
81.4,0.6000000000000001,85.47,0.4080000000000001,0
58.1,34.300000000000004,61.004999999999995,23.324,0
32.4,31.900000000000002,34.02,21.692,0
70.8,35.1,74.33999999999999,23.868000000000002,0
82.10000000000001,90.5,86.20500000000001,61.54,0
87.9,23.5,92.295,15.979999999999999,0
35.7,83.5,37.48500000000001,56.78,0
86.80000000000001,89.30000000000001,91.14000000000001,60.72400000000001,0
51.2,71.9,53.76,48.892,0
38.2,63.0,40.11,42.84,0
40.7,19.700000000000003,42.735,13.396000000000003,0
19.900000000000002,67.4,20.895,45.832,0
77.9,19.900000000000002,81.795,13.532,0
98.60000000000001,36.300000000000004,103.53000000000002,24.684000000000005,0
34.7,51.0,36.435,34.68,0
47.0,18.6,49.349999999999994,12.648000000000001,0
50.400000000000006,7.1000000000000005,52.92,4.828,0
57.400000000000006,31.400000000000002,60.27000000000001,21.352,0
37.5,18.7,39.375,12.716,0
41.1,56.400000000000006,43.155,38.352000000000004,0
40.1,80.9,42.105000000000004,55.012,0
23.900000000000002,91.10000000000001,25.095000000000002,61.948,0
2.2,79.5,2.31,54.06,0
61.0,50.900000000000006,64.05,34.612,0
85.30000000000001,6.0,89.56500000000001,4.08,0
83.5,12.700000000000001,87.675,8.636,0
52.300000000000004,90.4,54.915,61.472,0
66.8,26.3,70.13999999999999,17.884,0
96.60000000000001,80.0,101.43,54.400000000000006,0
30.200000000000003,24.700000000000003,31.710000000000004,16.796000000000003,0
30.6,97.4,32.13,66.232,0
12.9,58.400000000000006,13.545,39.712,0
12.5,32.5,13.125,22.1,0
65.3,6.1000000000000005,68.565,4.148000000000001,0
8.6,15.0,9.03,10.2,0
40.2,62.800000000000004,42.21,42.704,0
3.3000000000000003,11.100000000000001,3.4650000000000003,7.548000000000001,0
59.7,9.1,62.684999999999995,6.188,0
47.1,11.4,49.455000000000005,7.752000000000001,0
58.2,48.300000000000004,61.11000000000001,32.844,0
5.800000000000001,96.10000000000001,6.090000000000001,65.348,0
61.800000000000004,42.1,64.89,28.628000000000004,0
71.2,3.3000000000000003,74.76,2.244,0
52.7,59.6,55.335,40.528,0
70.7,77.4,74.23500000000001,52.632000000000005,0
36.6,72.9,38.43,49.572,0
0.2,12.0,0.21,8.16,0
24.0,73.5,25.2,49.98,0
40.900000000000006,68.4,42.945,46.512,0
15.0,59.1,15.75,40.187999999999995,0
67.9,54.400000000000006,71.295,36.992000000000004,0
68.8,8.6,72.24,5.848,0
94.60000000000001,94.30000000000001,99.33000000000001,64.12400000000001,0
42.1,90.9,44.205000000000005,61.812000000000005,0
57.0,74.60000000000001,59.849999999999994,50.72800000000001,0
31.400000000000002,70.0,32.97,47.599999999999994,0
41.2,26.8,43.260000000000005,18.224,0
8.5,92.0,8.925,62.56,0
87.9,23.200000000000003,92.295,15.776000000000003,0
5.4,65.8,5.670000000000001,44.74399999999999,0
90.9,22.3,95.44500000000001,15.164,0
22.700000000000003,6.800000000000001,23.835000000000004,4.6240000000000006,0
76.80000000000001,23.400000000000002,80.64000000000001,15.912,0
22.3,96.10000000000001,23.415,65.348,0
97.10000000000001,17.5,101.95500000000001,11.899999999999999,0
70.5,7.800000000000001,74.02499999999999,5.304000000000001,0
23.3,84.4,24.465,57.392,0
34.7,48.900000000000006,36.435,33.252,0
17.0,22.900000000000002,17.85,15.572000000000001,0
18.5,15.0,19.425,10.2,0
31.400000000000002,35.5,32.97,24.14,0
21.3,39.2,22.365,26.656000000000002,0
62.800000000000004,33.800000000000004,65.94,22.984,0
73.2,81.0,76.86,55.080000000000005,0
9.0,46.900000000000006,9.45,31.892000000000007,0
92.2,95.30000000000001,96.81,64.804,0
83.60000000000001,96.5,87.78,65.62,0
60.1,21.400000000000002,63.105,14.552000000000001,0
36.2,95.9,38.010000000000005,65.212,0
43.7,19.3,45.885000000000005,13.124,0
75.60000000000001,87.60000000000001,79.38000000000001,59.568000000000005,0
86.7,5.800000000000001,91.035,3.944000000000001,0
49.1,55.6,51.555,37.80800000000001,0
0.1,22.6,0.105,15.368,0
0.9,75.3,0.9450000000000001,51.204,0
9.5,2.7,9.975,1.8360000000000003,0
87.60000000000001,95.5,91.98000000000002,64.94,0
12.100000000000001,92.7,12.705000000000002,63.036,0
47.1,10.4,49.455000000000005,7.072000000000001,0
66.7,35.7,70.03500000000001,24.276000000000003,0
87.60000000000001,19.5,91.98000000000002,13.26,0
98.0,73.5,102.89999999999999,49.98,0
13.600000000000001,14.200000000000001,14.280000000000001,9.656,0
18.1,38.800000000000004,19.005000000000003,26.384000000000004,0
55.800000000000004,95.5,58.59,64.94,0
56.900000000000006,6.0,59.745000000000005,4.08,0
11.0,42.900000000000006,11.55,29.172000000000004,0
83.2,84.30000000000001,87.36000000000001,57.324000000000005,0
78.9,25.8,82.845,17.544,0
34.4,28.700000000000003,36.12,19.516000000000002,0
66.3,2.9000000000000004,69.615,1.9720000000000004,0
37.7,94.9,39.585,64.53200000000001,0
30.6,67.8,32.13,46.104,0
91.4,90.60000000000001,95.97,61.60800000000001,0
19.700000000000003,37.6,20.685000000000002,25.568,0
13.3,25.0,13.965,17.0,0
43.800000000000004,83.2,45.99000000000001,56.57600000000001,0
45.800000000000004,29.8,48.09,20.264,0
18.2,83.60000000000001,19.11,56.848000000000006,0
10.100000000000001,31.700000000000003,10.605000000000002,21.556,0
42.2,91.80000000000001,44.31,62.42400000000001,0
37.7,25.0,39.585,17.0,0
37.1,90.30000000000001,38.955,61.40400000000001,0
16.5,90.80000000000001,17.325,61.74400000000001,0
44.400000000000006,26.0,46.620000000000005,17.68,0
24.1,29.700000000000003,25.305000000000003,20.196,0
65.60000000000001,54.6,68.88000000000001,37.128,0
27.1,85.80000000000001,28.455000000000002,58.34400000000001,0
13.0,24.900000000000002,13.65,16.932000000000002,0
40.300000000000004,31.900000000000002,42.315000000000005,21.692,0
0.30000000000000004,76.2,0.31500000000000006,51.816,0
49.0,82.0,51.449999999999996,55.76,0
0.30000000000000004,47.900000000000006,0.31500000000000006,32.572,0
27.8,56.800000000000004,29.19,38.624,0
20.400000000000002,42.7,21.42,29.036,0
41.7,47.7,43.785000000000004,32.436,0
4.6000000000000005,3.7,4.830000000000001,2.5160000000000005,0
29.400000000000002,75.3,30.870000000000005,51.204,0
84.7,81.2,88.935,55.216,0
2.4000000000000004,8.3,2.5200000000000005,5.644,0
56.800000000000004,74.9,59.64000000000001,50.93200000000001,0
68.8,16.5,72.24,11.22,0
17.6,96.0,18.48,65.28,0
21.900000000000002,71.60000000000001,22.995000000000005,48.688,0
97.4,13.3,102.27000000000001,9.044,0
41.7,71.8,43.785000000000004,48.824,0
9.5,5.0,9.975,3.4000000000000004,0
10.0,45.6,10.5,31.008000000000003,0
35.1,33.6,36.855000000000004,22.848000000000003,0
6.4,41.7,6.72,28.356,0
28.700000000000003,40.1,30.135000000000005,27.268,0
34.9,68.4,36.644999999999996,46.512,0
43.2,26.400000000000002,45.36000000000001,17.952,0
27.8,46.2,29.19,31.416,0
38.1,12.8,40.005,8.704,0
51.5,59.7,54.075,40.596,0
63.7,90.0,66.885,61.2,0
53.6,33.800000000000004,56.28,22.984,0
78.10000000000001,79.0,82.00500000000001,53.72,0
9.9,2.4000000000000004,10.395000000000001,1.6320000000000003,0
40.800000000000004,55.800000000000004,42.84,37.944,0
76.10000000000001,1.0,79.90500000000002,0.68,0
7.9,42.6,8.295,28.968,0
43.300000000000004,89.60000000000001,45.465,60.92800000000001,0
76.3,99.7,80.115,67.796,0
66.2,91.7,69.51,62.356,0
8.0,36.7,8.4,24.956000000000003,0
20.0,27.3,21.0,18.564,0
67.60000000000001,3.4000000000000004,70.98,2.3120000000000003,0
11.700000000000001,28.8,12.285,19.584000000000003,0
54.300000000000004,64.4,57.015,43.792,0
58.1,12.3,61.004999999999995,8.364,0
65.4,16.7,68.67,11.355999999999998,0
5.0,38.2,5.25,25.976,0
89.5,9.4,93.97500000000001,6.392,0
12.700000000000001,65.5,13.335,44.54,0
56.0,60.1,58.800000000000004,40.867999999999995,0
86.5,6.6000000000000005,90.825,4.488,0
19.200000000000003,94.7,20.160000000000004,64.396,0
91.60000000000001,89.30000000000001,96.18,60.72400000000001,0
74.8,83.0,78.54,56.44,0
53.300000000000004,10.100000000000001,55.965,6.868000000000001,0
72.10000000000001,16.2,75.70500000000001,11.016,0
72.5,85.4,76.125,58.072,0
73.5,93.7,77.175,63.716,0
79.80000000000001,97.80000000000001,83.79000000000002,66.504,0
74.2,5.6000000000000005,77.91,3.8080000000000007,0
57.800000000000004,86.4,60.690000000000005,58.75200000000001,0
20.700000000000003,2.8000000000000003,21.735000000000003,1.9040000000000004,0
64.9,11.9,68.145,8.092,0
4.800000000000001,89.10000000000001,5.040000000000001,60.58800000000001,0
11.600000000000001,75.60000000000001,12.180000000000001,51.40800000000001,0
6.4,98.80000000000001,6.72,67.18400000000001,0
57.300000000000004,91.5,60.165000000000006,62.22,0
88.2,77.30000000000001,92.61,52.56400000000001,0
88.7,18.5,93.135,12.58,0
7.0,71.2,7.3500000000000005,48.416000000000004,0
4.800000000000001,45.1,5.040000000000001,30.668,0
88.5,82.5,92.925,56.099999999999994,0
19.3,35.300000000000004,20.265,24.004,0
55.5,3.3000000000000003,58.275000000000006,2.244,0
31.200000000000003,90.9,32.760000000000005,61.812000000000005,0
22.700000000000003,62.400000000000006,23.835000000000004,42.43200000000001,0
66.8,60.1,70.13999999999999,40.867999999999995,0
23.900000000000002,77.2,25.095000000000002,52.496,0
83.5,78.30000000000001,87.675,53.24400000000001,0
3.4000000000000004,45.2,3.5700000000000003,30.736,0
41.5,71.0,43.574999999999996,48.28,0
64.3,21.200000000000003,67.515,14.416000000000002,0
91.5,2.4000000000000004,96.075,1.6320000000000003,0
64.9,86.4,68.145,58.75200000000001,0
69.7,59.400000000000006,73.185,40.392,0
7.300000000000001,11.8,7.665000000000001,8.024000000000001,0
19.700000000000003,73.4,20.685000000000002,49.912000000000006,0
8.8,89.7,9.24,60.996,0
38.5,95.0,40.425000000000004,64.6,0
96.2,85.30000000000001,101.01,58.004000000000005,0
68.60000000000001,6.7,72.03,4.556,0
20.5,34.9,21.525,23.732,0
1.2000000000000002,90.7,1.2600000000000002,61.676,0
12.5,42.1,13.125,28.628000000000004,0
40.7,84.4,42.735,57.392,0
92.2,94.9,96.81,64.53200000000001,0
8.200000000000001,88.0,8.610000000000001,59.84,0
11.600000000000001,77.4,12.180000000000001,52.632000000000005,0
20.5,35.9,21.525,24.412,0
70.9,67.4,74.44500000000001,45.832,0
79.80000000000001,1.5,83.79000000000002,1.02,0
32.0,74.60000000000001,33.6,50.72800000000001,0
77.60000000000001,20.700000000000003,81.48000000000002,14.076,0
19.700000000000003,31.3,20.685000000000002,21.284,0
54.2,63.400000000000006,56.910000000000004,43.112,0
43.2,79.9,45.36000000000001,54.332,0
25.8,91.80000000000001,27.09,62.42400000000001,0
2.9000000000000004,73.2,3.0450000000000004,49.775999999999996,0
37.4,11.100000000000001,39.27,7.548000000000001,0
54.0,3.5,56.7,2.3800000000000003,0
45.800000000000004,64.9,48.09,44.132000000000005,0
25.1,66.4,26.355,45.152,0
61.5,6.2,64.575,4.216,0
96.7,24.3,101.53500000000001,16.524,0
51.400000000000006,27.5,53.97,18.700000000000003,0
6.0,82.30000000000001,6.3,55.964000000000006,0
64.10000000000001,34.2,67.305,23.256,0
15.0,88.9,15.75,60.452,0
48.300000000000004,6.4,50.715,4.352,0
7.300000000000001,18.900000000000002,7.665000000000001,12.852000000000002,0
65.9,0.6000000000000001,69.19500000000001,0.4080000000000001,0
18.5,91.5,19.425,62.22,0
67.0,84.9,70.35000000000001,57.732000000000006,0
5.1000000000000005,86.2,5.355,58.616,0
17.2,85.10000000000001,18.06,57.86800000000001,0
3.4000000000000004,14.100000000000001,3.5700000000000003,9.588000000000001,0
61.1,65.8,64.155,44.74399999999999,0
55.6,21.200000000000003,58.38,14.416000000000002,0
20.3,33.5,21.315,22.78,0
1.0,10.8,1.05,7.344000000000001,0
58.2,16.400000000000002,61.11000000000001,11.152000000000003,0
13.600000000000001,64.4,14.280000000000001,43.792,0
50.1,15.200000000000001,52.605,10.336000000000002,0
75.7,8.3,79.485,5.644,0
62.400000000000006,51.5,65.52000000000001,35.02,0
48.800000000000004,95.30000000000001,51.24,64.804,0
23.6,97.0,24.78,65.96,0
56.0,54.800000000000004,58.800000000000004,37.264,0
23.0,62.2,24.150000000000002,42.296,0
35.4,60.900000000000006,37.169999999999995,41.412000000000006,0
69.60000000000001,23.8,73.08000000000001,16.184,0
71.9,74.5,75.495,50.66,0
55.6,60.400000000000006,58.38,41.072,0
96.2,75.60000000000001,101.01,51.40800000000001,0
48.400000000000006,33.7,50.82000000000001,22.916,0
16.3,88.60000000000001,17.115000000000002,60.248000000000005,0
55.6,94.10000000000001,58.38,63.98800000000001,0
53.900000000000006,28.200000000000003,56.595000000000006,19.176000000000002,0
25.900000000000002,25.200000000000003,27.195,17.136,0
28.200000000000003,89.80000000000001,29.610000000000003,61.06400000000001,0
21.1,58.7,22.155,39.916000000000004,0
38.900000000000006,67.0,40.845000000000006,45.56,0
85.80000000000001,82.9,90.09,56.37200000000001,0
98.30000000000001,3.6,103.215,2.4480000000000004,0
58.1,54.1,61.004999999999995,36.788000000000004,0
44.7,78.4,46.935,53.312000000000005,0
59.1,97.10000000000001,62.055,66.028,0
92.2,74.4,96.81,50.592000000000006,0
10.100000000000001,61.400000000000006,10.605000000000002,41.75200000000001,0
64.2,46.300000000000004,67.41,31.484,0
32.2,12.100000000000001,33.81,8.228000000000002,0
63.400000000000006,1.2000000000000002,66.57000000000001,0.8160000000000002,0
66.3,3.9000000000000004,69.615,2.6520000000000006,0
30.400000000000002,15.700000000000001,31.920000000000005,10.676,0
31.1,10.5,32.655,7.14,0
17.8,62.800000000000004,18.69,42.704,0
0.0,39.2,0.0,26.656000000000002,0
67.9,20.200000000000003,71.295,13.736000000000002,0
95.9,93.5,100.69500000000001,63.580000000000005,0
29.200000000000003,2.3000000000000003,30.660000000000004,1.5640000000000003,0
5.9,80.80000000000001,6.195,54.94400000000001,0
78.5,79.10000000000001,82.425,53.788000000000004,0
41.300000000000004,40.7,43.365,27.676000000000002,0
50.5,69.60000000000001,53.025,47.328,0
91.30000000000001,74.0,95.86500000000001,50.32,0
52.900000000000006,3.4000000000000004,55.545,2.3120000000000003,0
69.8,70.2,73.28999999999999,47.736000000000004,0
93.80000000000001,82.0,98.49000000000002,55.76,0
58.800000000000004,49.800000000000004,61.74000000000001,33.864000000000004,0
18.1,1.1,19.005000000000003,0.7480000000000001,0
0.1,61.1,0.105,41.548,0
19.0,1.6,19.95,1.088,0
94.9,94.5,99.64500000000001,64.25999999999999,0
93.10000000000001,2.7,97.75500000000001,1.8360000000000003,0
17.6,51.800000000000004,18.48,35.224000000000004,0
62.6,98.2,65.73,66.776,0
11.700000000000001,60.6,12.285,41.208,0
1.7000000000000002,93.10000000000001,1.7850000000000001,63.30800000000001,0
17.6,36.7,18.48,24.956000000000003,0
59.300000000000004,72.3,62.26500000000001,49.164,0
23.1,53.2,24.255000000000003,36.176,0
60.900000000000006,69.5,63.94500000000001,47.26,0
2.3000000000000003,26.700000000000003,2.4150000000000005,18.156000000000002,0
58.300000000000004,83.30000000000001,61.21500000000001,56.644000000000005,0
48.300000000000004,47.800000000000004,50.715,32.504000000000005,0
59.900000000000006,65.0,62.89500000000001,44.2,0
34.2,4.5,35.910000000000004,3.06,0
17.3,63.6,18.165000000000003,43.248,0
19.200000000000003,68.60000000000001,20.160000000000004,46.648,0
48.800000000000004,7.6000000000000005,51.24,5.168000000000001,0
15.3,32.6,16.065,22.168,0
19.8,71.8,20.790000000000003,48.824,0
22.1,39.900000000000006,23.205000000000002,27.132000000000005,0
75.5,22.1,79.275,15.028,0
13.3,63.6,13.965,43.248,0
66.8,69.3,70.13999999999999,47.123999999999995,0
18.3,90.60000000000001,19.215,61.60800000000001,0
78.60000000000001,94.0,82.53,63.919999999999995,0
15.600000000000001,17.5,16.380000000000003,11.899999999999999,0
20.8,47.6,21.840000000000003,32.368,0
52.400000000000006,98.5,55.02,66.98,0
76.5,89.2,80.325,60.656,0
52.6,91.9,55.230000000000004,62.492000000000004,0
54.300000000000004,35.800000000000004,57.015,24.344,0
48.300000000000004,84.80000000000001,50.715,57.66400000000001,0
25.0,40.800000000000004,26.25,27.744000000000003,0
72.0,0.2,75.6,0.136,0
3.2,65.5,3.36,44.54,0
17.7,24.8,18.584999999999997,16.864,0
77.0,99.2,80.85000000000001,67.456,0
42.0,50.1,44.1,34.068,0
36.1,31.3,37.905,21.284,0
63.800000000000004,37.0,66.99,25.16,0
16.6,8.5,17.43,5.78,0
1.4000000000000001,69.9,1.4700000000000002,47.532000000000004,0
62.1,30.8,65.205,20.944,0
63.7,46.6,66.885,31.688000000000002,0
91.4,10.5,95.97,7.14,0
22.3,53.800000000000004,23.415,36.584,0
56.0,32.6,58.800000000000004,22.168,0
70.9,95.30000000000001,74.44500000000001,64.804,0
59.300000000000004,13.100000000000001,62.26500000000001,8.908000000000001,0
75.5,22.900000000000002,79.275,15.572000000000001,0
45.0,29.6,47.25,20.128000000000004,0
43.800000000000004,40.2,45.99000000000001,27.336000000000002,0
54.2,71.7,56.910000000000004,48.75600000000001,0
31.6,38.2,33.18,25.976,0
70.0,38.2,73.5,25.976,0
91.5,88.5,96.075,60.18,0
31.5,14.8,33.075,10.064000000000002,0
16.400000000000002,0.4,17.220000000000002,0.272,0
61.5,30.3,64.575,20.604,0
52.7,4.5,55.335,3.06,0
15.200000000000001,27.0,15.960000000000003,18.36,0
23.0,45.6,24.150000000000002,31.008000000000003,0
23.0,37.9,24.150000000000002,25.772,0
8.1,66.8,8.505,45.42399999999999,0
76.0,10.100000000000001,79.8,6.868000000000001,0
89.4,16.6,93.87,11.288,0
12.600000000000001,64.8,13.23,44.064,0
44.5,10.200000000000001,46.725,6.936000000000001,0
39.900000000000006,59.1,41.89500000000001,40.187999999999995,0
34.5,15.8,36.224999999999994,10.744,0
23.3,6.0,24.465,4.08,0
42.2,97.7,44.31,66.43599999999999,0
45.1,54.6,47.355000000000004,37.128,0
1.9000000000000001,48.5,1.9950000000000003,32.98,0
73.5,17.7,77.175,12.036,0
20.3,44.6,21.315,30.328,0
44.7,95.5,46.935,64.94,0
93.10000000000001,2.8000000000000003,97.75500000000001,1.9040000000000004,0
16.6,83.2,17.43,56.57600000000001,0
11.4,7.4,11.97,5.032000000000001,0
7.6000000000000005,73.5,7.980000000000001,49.98,0
94.5,21.900000000000002,99.225,14.892000000000001,0
55.7,41.1,58.48500000000001,27.948,0
60.2,31.400000000000002,63.21,21.352,0
3.5,25.200000000000003,3.6750000000000003,17.136,0
54.6,22.1,57.330000000000005,15.028,0
40.2,91.9,42.21,62.492000000000004,0
34.6,6.6000000000000005,36.330000000000005,4.488,0
24.5,62.5,25.724999999999998,42.5,0
55.1,54.300000000000004,57.855000000000004,36.924,0
38.900000000000006,6.7,40.845000000000006,4.556,0
81.5,87.0,85.57499999999999,59.16,0
84.7,98.4,88.935,66.912,0
63.2,42.300000000000004,66.36,28.764000000000003,0
18.900000000000002,55.300000000000004,19.845000000000002,37.604000000000006,0
66.2,84.5,69.51,57.46,0
51.300000000000004,28.3,53.865,19.244000000000003,0
22.900000000000002,99.0,24.045,67.32,0
47.900000000000006,71.60000000000001,50.295,48.688,0
48.800000000000004,39.2,51.24,26.656000000000002,0
11.4,59.5,11.97,40.46,0
38.300000000000004,68.8,40.215,46.784,0
31.200000000000003,81.4,32.760000000000005,55.352000000000004,0
79.9,91.30000000000001,83.89500000000001,62.08400000000001,0
